trial_id,status,duration_s,cfg_profile,cfg_seq_len,cfg_temperature,cfg_threshold,cfg_vocab_size,metric_argmax_sample_agreement,metric_avg_top_prob,metric_confident_entropy_avg,metric_median_top_prob,metric_p10_top_prob,metric_p90_top_prob,metric_skip_rate,metric_threshold,metric_uncertain_entropy_avg
token_confidence_threshold_t0107,completed,0.4249,uncertain,512,0.3,0.95,32000,0.001953125,0.0012325114803388715,0,0.0011327262036502361,0.0008394377655349672,0.00172374676913023,0.0,0.95,9.873738288879395
token_confidence_threshold_t0108,completed,0.4203,uncertain,512,0.3,0.99,32000,0.001953125,0.0012325114803388715,0,0.0011327262036502361,0.0008394377655349672,0.00172374676913023,0.0,0.99,9.873738288879395
token_confidence_threshold_t0109,completed,0.4087,uncertain,512,0.3,0.995,32000,0.001953125,0.0012325114803388715,0,0.0011327262036502361,0.0008394377655349672,0.00172374676913023,0.0,0.995,9.873738288879395
token_confidence_threshold_t0110,completed,0.4133,uncertain,512,0.3,0.999,32000,0.001953125,0.0012325114803388715,0,0.0011327262036502361,0.0008394377655349672,0.00172374676913023,0.0,0.999,9.873738288879395
token_confidence_threshold_t0111,completed,0.4024,uncertain,512,0.5,0.5,32000,0.0,0.0003162361681461334,0,0.0003037790593225509,0.00025364733301103115,0.00039087020559236407,0.0,0.5,10.193561553955078
token_confidence_threshold_t0112,completed,0.4126,uncertain,512,0.5,0.6,32000,0.0,0.0003162361681461334,0,0.0003037790593225509,0.00025364733301103115,0.00039087020559236407,0.0,0.6,10.193561553955078
token_confidence_threshold_t0113,completed,0.4088,uncertain,512,0.5,0.7,32000,0.0,0.0003162361681461334,0,0.0003037790593225509,0.00025364733301103115,0.00039087020559236407,0.0,0.7,10.193561553955078
token_confidence_threshold_t0114,completed,0.4071,uncertain,512,0.5,0.8,32000,0.0,0.0003162361681461334,0,0.0003037790593225509,0.00025364733301103115,0.00039087020559236407,0.0,0.8,10.193561553955078
token_confidence_threshold_t0115,completed,0.4135,uncertain,512,0.5,0.85,32000,0.0,0.0003162361681461334,0,0.0003037790593225509,0.00025364733301103115,0.00039087020559236407,0.0,0.85,10.193561553955078
token_confidence_threshold_t0116,completed,0.4069,uncertain,512,0.5,0.9,32000,0.0,0.0003162361681461334,0,0.0003037790593225509,0.00025364733301103115,0.00039087020559236407,0.0,0.9,10.193561553955078
