trial_id,status,duration_s,cfg_budget_frac,cfg_experiment,cfg_max_new_tokens,cfg_model,cfg_policy,cfg_prompt,metric_avg_cache_tokens,metric_exact_token_match,metric_final_cache_tokens,metric_first_mismatch_index,metric_max_cache_tokens,metric_new_tokens,metric_peak_memory_mb,metric_prompt_tokens,metric_text_similarity,metric_token_match_rate,metric_tokens_per_second,metric_wall_time_s
e2e_kv_cache_qwen2.5_0.5b_t0096,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,window,multilingual,27.40625,0.0,39.0,2.0,39.0,32.0,958.5791015625,21.0,0.2926829268292683,0.1111111111111111,14.404982570392228,2.2214535729999625
e2e_kv_cache_qwen2.5_0.5b_t0097,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,h2o,multilingual,27.40625,0.0,39.0,5.0,39.0,32.0,958.5791015625,21.0,0.42162162162162165,0.2777777777777778,14.127245585229417,2.265126617000078
e2e_kv_cache_qwen2.5_0.5b_t0098,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,snapkv,multilingual,27.40625,0.0,39.0,9.0,39.0,32.0,958.5791015625,21.0,0.5714285714285714,0.5,13.838130889058037,2.3124510279999413
e2e_kv_cache_qwen2.5_0.5b_t0099,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,pyramid,multilingual,27.40625,0.0,39.0,5.0,39.0,32.0,958.5791015625,21.0,0.42162162162162165,0.2777777777777778,12.957282696435536,2.4696536110000125
e2e_kv_cache_qwen2.5_0.5b_t0100,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,adaptive,multilingual,22.933333333333334,0.0,37.0,1.0,37.0,30.0,958.5087890625,21.0,0.17341040462427745,0.05555555555555555,10.07356886166138,2.978090527000404
e2e_kv_cache_qwen2.5_0.5b_t0101,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,window,multilingual,32.5625,0.0,46.0,2.0,46.0,32.0,958.6376953125,21.0,0.32558139534883723,0.1111111111111111,8.340689143476068,3.8366134320003766
e2e_kv_cache_qwen2.5_0.5b_t0102,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,h2o,multilingual,32.5625,0.0,46.0,9.0,46.0,32.0,958.6376953125,21.0,0.5536723163841808,0.5,10.584730234637767,3.023223010000038
e2e_kv_cache_qwen2.5_0.5b_t0103,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,snapkv,multilingual,32.5625,0.0,46.0,9.0,46.0,32.0,958.6376953125,21.0,0.5882352941176471,0.5,8.207474892662711,3.8988849090001167
e2e_kv_cache_qwen2.5_0.5b_t0104,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,pyramid,multilingual,32.5625,0.0,46.0,9.0,46.0,32.0,958.6376953125,21.0,0.5536723163841808,0.5,8.303196315784941,3.8539375420000397
e2e_kv_cache_qwen2.5_0.5b_t0105,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,adaptive,multilingual,24.866666666666667,0.0,39.0,1.0,39.0,30.0,958.5322265625,21.0,0.16216216216216217,0.05555555555555555,8.087501545430838,3.709427420999873
